Title,Year,Conference
Adversarial Texture Optimization From RGB-D Scans,2020,CVPR
PIFuHD: Multi-Level Pixel-Aligned Implicit Function for High-Resolution 3D Human Digitization,2020,CVPR
TextureFusion: High-Quality Texture Acquisition for Real-Time RGB-D Scanning,2020,CVPR
TomoFluid: Reconstructing Dynamic Fluid From Sparse View Videos,2020,CVPR
Point Cloud Completion by Skip-Attention Network With Hierarchical Folding,2020,CVPR
Revisiting Knowledge Distillation via Label Smoothing Regularization,2020,CVPR
Modeling Biological Immunity to Adversarial Examples,2020,CVPR
Rethinking Differentiable Search for Mixed-Precision Neural Networks,2020,CVPR
Wavelet Synthesis Net for Disparity Estimation to Synthesize DSLR Calibre Bokeh Effect on Smartphones,2020,CVPR
Structure-Guided Ranking Loss for Single Image Depth Prediction,2020,CVPR
Perspective Plane Program Induction From a Single Image,2020,CVPR
ActionBytes: Learning From Trimmed Videos to Localize Actions,2020,CVPR
Conv-MPN: Convolutional Message Passing Neural Network for Structured Outdoor Architecture Reconstruction,2020,CVPR
Novel Object Viewpoint Estimation Through Reconstruction Alignment,2020,CVPR
PaStaNet: Toward Human Activity Knowledge Engine,2020,CVPR
Dynamic Fluid Surface Reconstruction Using Deep Neural Network,2020,CVPR
MPM: Joint Representation of Motion and Position Map for Cell Tracking,2020,CVPR
AdderNet: Do We Really Need Multiplications in Deep Learning?,2020,CVPR
Adaptive Interaction Modeling via Graph Operations Search,2020,CVPR
Differentiable Volumetric Rendering: Learning Implicit 3D Representations Without 3D Supervision,2020,CVPR
Memory-Efficient Hierarchical Neural Architecture Search for Image Denoising,2020,CVPR
Embodied Language Grounding With 3D Visual Feature Representations,2020,CVPR
Cascade Cost Volume for High-Resolution Multi-View Stereo and Stereo Matching,2020,CVPR
All in One Bad Weather Removal Using Architectural Search,2020,CVPR
Fast-MVSNet: Sparse-to-Dense Multi-View Stereo With Learned Propagation and Gauss-Newton Refinement,2020,CVPR
Auxiliary Training: Towards Accurate and Robust Models,2020,CVPR
Cascaded Human-Object Interaction Recognition,2020,CVPR
Holistically-Attracted Wireframe Parsing,2020,CVPR
Strip Pooling: Rethinking Spatial Pooling for Scene Parsing,2020,CVPR
OASIS: A Large-Scale Dataset for Single Image 3D in the Wild,2020,CVPR
CONSAC: Robust Multi-Model Fitting by Conditional Sample Consensus,2020,CVPR
Deep Global Registration,2020,CVPR
CycleISP: Real Image Restoration via Improved Data Synthesis,2020,CVPR
Neural Network Pruning With Residual-Connections and Limited-Data,2020,CVPR
Neural Cages for Detail-Preserving 3D Deformations,2020,CVPR
Fashion Outfit Complementary Item Retrieval,2020,CVPR
SCT: Set Constrained Temporal Transformer for Set Supervised Action Segmentation,2020,CVPR
CPR-GCN: Conditional Partial-Residual Graph Convolutional Network in Automated Anatomical Labeling of Coronary Arteries,2020,CVPR
Neural Blind Deconvolution Using Deep Priors,2020,CVPR
3D Packing for Self-Supervised Monocular Depth Estimation,2020,CVPR
Local Non-Rigid Structure-From-Motion From Diffeomorphic Mappings,2020,CVPR
Structure Preserving Generative Cross-Domain Learning,2020,CVPR
Generative Hybrid Representations for Activity Forecasting With No-Regret Learning,2020,CVPR
Predicting Cognitive Declines Using Longitudinally Enriched Representations for Imaging Biomarkers,2020,CVPR
3D Sketch-Aware Semantic Scene Completion via Semi-Supervised Structure Prior,2020,CVPR
Progressive Mirror Detection,2020,CVPR
FOAL: Fast Online Adaptive Learning for Cardiac Motion Estimation,2020,CVPR
Don't Hit Me! Glass Detection in Real-World Scenes,2020,CVPR
Deep Grouping Model for Unified Perceptual Parsing,2020,CVPR
Inter-Task Association Critic for Cross-Resolution Person Re-Identification,2020,CVPR
SOS: Selective Objective Switch for Rapid Immunofluorescence Whole Slide Image Classification,2020,CVPR
Learning Multi-Granular Hypergraphs for Video-Based Person Re-Identification,2020,CVPR
Towards Unified INT8 Training for Convolutional Neural Network,2020,CVPR
Towards Achieving Adversarial Robustness by Enforcing Feature Consistency Across Bit Planes,2020,CVPR
HOnnotate: A Method for 3D Annotation of Hand and Object Poses,2020,CVPR
From Patches to Pictures (PaQ-2-PiQ): Mapping the Perceptual Space of Picture Quality,2020,CVPR
Fast MSER,2020,CVPR
Seeing Around Street Corners: Non-Line-of-Sight Detection and Tracking In-the-Wild Using Doppler Radar,2020,CVPR
Weakly Supervised Visual Semantic Parsing,2020,CVPR
Bringing Old Photos Back to Life,2020,CVPR
Enhanced Blind Face Restoration With Multi-Exemplar Images and Adaptive Spatial Feature Fusion,2020,CVPR
Geometry-Aware Satellite-to-Ground Image Synthesis for Urban Areas,2020,CVPR
End-to-End Learning Local Multi-View Descriptors for 3D Point Clouds,2020,CVPR
Multi-Scale Boosted Dehazing Network With Dense Feature Fusion,2020,CVPR
A Multi-Hypothesis Approach to Color Constancy,2020,CVPR
MSeg: A Composite Dataset for Multi-Domain Semantic Segmentation,2020,CVPR
Learning Event-Based Motion Deblurring,2020,CVPR
DMCP: Differentiable Markov Channel Pruning for Neural Networks,2020,CVPR
From Fidelity to Perceptual Quality: A Semi-Supervised Approach for Low-Light Image Enhancement,2020,CVPR
Learning Integral Objects With Intra-Class Discriminator for Weakly-Supervised Semantic Segmentation,2020,CVPR
Enhancing Cross-Task Black-Box Transferability of Adversarial Examples With Dispersion Reduction,2020,CVPR
Mesh-Guided Multi-View Stereo With Pyramid Architecture,2020,CVPR
BSP-Net: Generating Compact Meshes via Binary Space Partitioning,2020,CVPR
Which Is Plagiarism: Fashion Image Retrieval Based on Regional Representation for Design Protection,2020,CVPR
Relation-Aware Global Attention for Person Re-Identification,2020,CVPR
Adversarial Camouflage: Hiding Physical-World Attacks With Natural Styles,2020,CVPR
Evolving Losses for Unsupervised Video Representation Learning,2020,CVPR
3DV: 3D Dynamic Voxel for Action Recognition in Depth Video,2020,CVPR
Benchmarking Adversarial Robustness on Image Classification,2020,CVPR
What It Thinks Is Important Is Important: Robustness Transfers Through Input Gradients,2020,CVPR
Gum-Net: Unsupervised Geometric Matching for Fast and Accurate 3D Subtomogram Image Alignment and Averaging,2020,CVPR
Deep Parametric Shape Predictions Using Distance Fields,2020,CVPR
Correspondence-Free Material Reconstruction using Sparse Surface Constraints,2020,CVPR
PointPainting: Sequential Fusion for 3D Object Detection,2020,CVPR
Adaptive Subspaces for Few-Shot Learning,2020,CVPR
In Perfect Shape: Certifiably Optimal 3D Shape Reconstruction From 2D Landmarks,2020,CVPR
Dynamic Graph Message Passing Networks,2020,CVPR
Evaluating Weakly Supervised Object Localization Methods Right,2020,CVPR
ClusterVO: Clustering Moving Instances and Estimating Visual Odometry for Self and Surroundings,2020,CVPR
DaST: Data-Free Substitute Training for Adversarial Attacks,2020,CVPR
Cross-Domain Semantic Segmentation via Domain-Invariant Interactive Relation Transfer,2020,CVPR
Minimal Solutions for Relative Pose With a Single Affine Correspondence,2020,CVPR
Agriculture-Vision: A Large Aerial Image Database for Agricultural Pattern Analysis,2020,CVPR
ActiveMoCap: Optimized Viewpoint Selection for Active Human Motion Capture,2020,CVPR
ScrabbleGAN: Semi-Supervised Varying Length Handwritten Text Generation,2020,CVPR
Scalability in Perception for Autonomous Driving: Waymo Open Dataset,2020,CVPR
Multi-Modal Domain Adaptation for Fine-Grained Action Recognition,2020,CVPR
A Sparse Resultant Based Method for Efficient Minimal Solvers,2020,CVPR
DeeperForensics-1.0: A Large-Scale Dataset for Real-World Face Forgery Detection,2020,CVPR
Shape Reconstruction by Learning Differentiable Surface Representations,2020,CVPR
Temporal Pyramid Network for Action Recognition,2020,CVPR
Fusion-Aware Point Convolution for Online Semantic 3D Scene Segmentation,2020,CVPR
Skeleton-Based Action Recognition With Shift Graph Convolutional Network,2020,CVPR
How Does Noise Help Robustness? Explanation and Exploration under the Neural SDE Framework,2020,CVPR
Context-Aware Group Captioning via Self-Attention and Contrastive Features,2020,CVPR
Learning to Forget for Meta-Learning,2020,CVPR
A Self-supervised Approach for Adversarial Robustness,2020,CVPR
Multimodal Future Localization and Emergence Prediction for Objects in Egocentric View With a Reachability Prior,2020,CVPR
OccuSeg: Occupancy-Aware 3D Instance Segmentation,2020,CVPR
RevealNet: Seeing Behind Objects in RGB-D Scans,2020,CVPR
Deep Optics for Single-Shot High-Dynamic-Range Imaging,2020,CVPR
HybridPose: 6D Object Pose Estimation Under Hybrid Representations,2020,CVPR
Ensemble Generative Cleaning With Feedback Loops for Defending Adversarial Attacks,2020,CVPR
Spatial-Temporal Graph Convolutional Network for Video-Based Person Re-Identification,2020,CVPR
The Secret Revealer: Generative Model-Inversion Attacks Against Deep Neural Networks,2020,CVPR
Video Modeling With Correlation Networks,2020,CVPR
Understanding Road Layout From Videos as a Whole,2020,CVPR
Universal Physical Camouflage Attacks on Object Detectors,2020,CVPR
Ego-Topo: Environment Affordances From Egocentric Video,2020,CVPR
Few-Shot Object Detection With Attention-RPN and Multi-Relation Detector,2020,CVPR
Salience-Guided Cascaded Suppression Network for Person Re-Identification,2020,CVPR
Height and Uprightness Invariance for 3D Prediction From a Single View,2020,CVPR
Projection & Probability-Driven Black-Box Attack,2020,CVPR
Deep Stereo Using Adaptive Thin Volume Representation With Uncertainty Awareness,2020,CVPR
GreedyNAS: Towards Fast One-Shot NAS With Greedy Supernet,2020,CVPR
Efficient Dynamic Scene Deblurring Using Spatially Variant Deconvolution Network With Optical Flow Guided Training,2020,CVPR
Learning 3D Semantic Scene Graphs From 3D Indoor Reconstructions,2020,CVPR
Reliable Weighted Optimal Transport for Unsupervised Domain Adaptation,2020,CVPR
Deblurring by Realistic Blurring,2020,CVPR
Geometric Structure Based and Regularized Depth Estimation From 360 Indoor Imagery,2020,CVPR
Learning in the Frequency Domain,2020,CVPR
BiFuse: Monocular 360 Depth Estimation via Bi-Projection Fusion,2020,CVPR
BDD100K: A Diverse Driving Dataset for Heterogeneous Multitask Learning,2020,CVPR
Plug-and-Play Algorithms for Large-Scale Snapshot Compressive Imaging,2020,CVPR
Single-Stage Semantic Segmentation From Image Labels,2020,CVPR
Spatially-Attentive Patch-Hierarchical Network for Adaptive Motion Deblurring,2020,CVPR
Front2Back: Single View 3D Shape Reconstruction via Front to Back Prediction,2020,CVPR
Reverse Perspective Network for Perspective-Aware Object Counting,2020,CVPR
"Show, Edit and Tell: A Framework for Editing Image Captions",2020,CVPR
Self-Learning Video Rain Streak Removal: When Cyclic Consistency Meets Temporal Correspondence,2020,CVPR
QEBA: Query-Efficient Boundary-Based Blackbox Attack,2020,CVPR
Generating and Exploiting Probabilistic Monocular Depth Estimates,2020,CVPR
Context-Aware Attention Network for Image-Text Retrieval,2020,CVPR
From Image Collections to Point Clouds With Self-Supervised Shape and Pose Networks,2020,CVPR
Predicting Goal-Directed Human Attention Using Inverse Reinforcement Learning,2020,CVPR
gDLS*: Generalized Pose-and-Scale Estimation Given Scale and Gravity Priors,2020,CVPR
Perceptual Quality Assessment of Smartphone Photography,2020,CVPR
When NAS Meets Robustness: In Search of Robust Architectures Against Adversarial Attacks,2020,CVPR
Fast Symmetric Diffeomorphic Image Registration with Convolutional Neural Networks,2020,CVPR
Deep White-Balance Editing,2020,CVPR
Convolution in the Cloud: Learning Deformable Kernels in 3D Graph Convolution Networks for Point Cloud Analysis,2020,CVPR
Upgrading Optical Flow to 3D Scene Flow Through Optical Expansion,2020,CVPR
Collaborative Distillation for Ultra-Resolution Universal Style Transfer,2020,CVPR
L2-GCN: Layer-Wise and Learned Efficient Training of Graph Convolutional Networks,2020,CVPR
Mapillary Street-Level Sequences: A Dataset for Lifelong Place Recognition,2020,CVPR
M-LVC: Multiple Frames Prediction for Learned Video Compression,2020,CVPR
Fusing Wearable IMUs With Multi-View Images for Human Pose Estimation: A Geometric Approach,2020,CVPR
DNU: Deep Non-Local Unrolling for Computational Spectral Imaging,2020,CVPR
Single-Stage 6D Object Pose Estimation,2020,CVPR
A Physics-Based Noise Formation Model for Extreme Low-Light Raw Denoising,2020,CVPR
AdaBits: Neural Network Quantization With Adaptive Bit-Widths,2020,CVPR
A Lighting-Invariant Point Processor for Shading,2020,CVPR
Learning a Reinforced Agent for Flexible Exposure Bracketing Selection,2020,CVPR
Focus on Defocus: Bridging the Synthetic to Real Domain Gap for Depth Estimation,2020,CVPR
Defending Against Universal Attacks Through Selective Feature Regeneration,2020,CVPR
Cross-View Correspondence Reasoning Based on Bipartite Graph Convolutional Network for Mammogram Mass Detection,2020,CVPR
Image Search With Text Feedback by Visiolinguistic Attention Learning,2020,CVPR
Joint 3D Instance Segmentation and Object Detection for Autonomous Driving,2020,CVPR
DUNIT: Detection-Based Unsupervised Image-to-Image Translation,2020,CVPR
Self-Supervised Human Depth Estimation From Monocular Videos,2020,CVPR
Enhancing Intrinsic Adversarial Robustness via Feature Pyramid Decoder,2020,CVPR
Two-Shot Spatially-Varying BRDF and Shape Estimation,2020,CVPR
Polarized Non-Line-of-Sight Imaging,2020,CVPR
End-to-End Optimization of Scene Layout,2020,CVPR
HVNet: Hybrid Voxel Network for LiDAR Based 3D Object Detection,2020,CVPR
Action Modifiers: Learning From Adverbs in Instructional Videos,2020,CVPR
Zero-Reference Deep Curve Estimation for Low-Light Image Enhancement,2020,CVPR
FPConv: Learning Local Flattening for Point Convolution,2020,CVPR
View-GCN: View-Based Graph Convolutional Network for 3D Shape Analysis,2020,CVPR
Footprints and Free Space From a Single Color Image,2020,CVPR
Towards Efficient Model Compression via Learned Global Ranking,2020,CVPR
Learning Multiview 3D Point Cloud Registration,2020,CVPR
Transformation GAN for Unsupervised Image Synthesis and Representation Learning,2020,CVPR
Robustness Guarantees for Deep Neural Networks on Videos,2020,CVPR
Neural Data Server: A Large-Scale Search Engine for Transfer Learning Data,2020,CVPR
Instance Guided Proposal Network for Person Search,2020,CVPR
Deep Representation Learning on Long-Tailed Data: A Learnable Embedding Augmentation Perspective,2020,CVPR
Non-Line-of-Sight Surface Reconstruction Using the Directional Light-Cone Transform,2020,CVPR
IntrA: 3D Intracranial Aneurysm Dataset for Deep Learning,2020,CVPR
3D-ZeF: A 3D Zebrafish Tracking Benchmark Dataset,2020,CVPR
X3D: Expanding Architectures for Efficient Video Recognition,2020,CVPR
Unsupervised Intra-Domain Adaptation for Semantic Segmentation Through Self-Supervision,2020,CVPR
Something-Else: Compositional Action Recognition With Spatial-Temporal Interaction Networks,2020,CVPR
Exploring Spatial-Temporal Multi-Frequency Analysis for High-Fidelity and Temporal-Consistency Video Prediction,2020,CVPR
Point-GNN: Graph Neural Network for 3D Object Detection in a Point Cloud,2020,CVPR
How Much Time Do You Have? Modeling Multi-Duration Saliency,2020,CVPR
Learning Fused Pixel and Feature-Based View Reconstructions for Light Fields,2020,CVPR
Google Landmarks Dataset v2 - A Large-Scale Benchmark for Instance-Level Recognition and Retrieval,2020,CVPR
